Species	Molecular weight	Collision diameter	kb* inverse  Collision energy (k/eps)
c11ooh8-oo7-2	0.219	6.68e-10	0.00145747099632717
c11ooh6oo10-2	0.219	6.68e-10	0.00145747099632717
c11ooh1-oo3-2	0.219	6.68e-10	0.00145747099632717
c11ooh6-oo2-2	0.219	6.68e-10	0.00145747099632717
c11ooh10oo8-2	0.219	6.68e-10	0.00145747099632717
c11ooh5-1o2	0.219	6.8e-10	0.0013259082471493
c11ooh5-oo2-2	0.219	6.68e-10	0.00145747099632717
c11ooh1-oo5-2	0.219	6.68e-10	0.00145747099632717
c11ooh2-3o2	0.219	6.8e-10	0.0013259082471493
c11ooh7-oo3-2	0.219	6.68e-10	0.00145747099632717
c11ooh3-oo1-2	0.219	6.68e-10	0.00145747099632717
c11ooh3-6o2	0.219	6.8e-10	0.0013259082471493
c11ooh10oo6-2	0.219	6.68e-10	0.00145747099632717
c11ooh5-3o2	0.219	6.8e-10	0.0013259082471493
c11ooh4-7o2	0.219	6.8e-10	0.0013259082471493
c11ooh6-oo8-2	0.219	6.68e-10	0.00145747099632717
c11ooh6-oo3-2	0.219	6.68e-10	0.00145747099632717
c16h31	0.223	7.7e-10	0.00105958019432701
c16h32-8	0.224	7.7e-10	0.00105958019432701
c16h32-9-2	0.224	7.56e-10	0.000974611373714731
c16h32-11-2	0.224	7.56e-10	0.000974611373714731
c16h32-14-2	0.224	7.56e-10	0.000974611373714731
c16h32-1-2	0.224	7.56e-10	0.000974611373714731
c16h32-4	0.224	7.7e-10	0.00105958019432701
nc12h25coc2h4p	0.225	7.46e-10	0.00102285047971688
c11coc3h6p	0.225	6.8e-10	0.0013259082471493
nc13h27coch2	0.225	7.56e-10	0.000974611373714731
c16h33-2c	0.225	7.56e-10	0.000974611373714731
c16h33-2i	0.225	7.56e-10	0.000974611373714731
c16h33-1	0.225	7.73e-10	0.00106505346568398
c16h33-2g	0.225	7.56e-10	0.000974611373714731
c16h33-5	0.225	7.73e-10	0.00106505346568398
c15h30o10-14-2	0.226	7.46e-10	0.00102285047971688
c15h30o9-12-2	0.226	7.46e-10	0.00102285047971688
c15o7-9	0.226	7.58e-10	0.00110513112380784
c15h30o1-3-2	0.226	7.46e-10	0.00102285047971688
c15h30o3-5-2	0.226	7.46e-10	0.00102285047971688
c15h30o7-10-2	0.226	7.46e-10	0.00102285047971688
c15h30o12-13-2	0.226	7.46e-10	0.00102285047971688
c15o6-7	0.226	7.58e-10	0.00110513112380784
c15o1-5	0.226	7.58e-10	0.00110513112380784
c15h30o5-7-2	0.226	7.46e-10	0.00102285047971688
c15h30o5-8-2	0.226	7.46e-10	0.00102285047971688
c15o6-10	0.226	7.58e-10	0.00110513112380784
c15h30o2-4-2	0.226	7.46e-10	0.00102285047971688
ic14h29cho	0.226	7.46e-10	0.00102285047971688
c15h30o2-5-2	0.226	7.46e-10	0.00102285047971688
c15o2-4	0.226	7.58e-10	0.00110513112380784
c15h30o3-7-2	0.226	7.46e-10	0.00102285047971688
c15o1-4	0.226	7.58e-10	0.00110513112380784
c15o2-3	0.226	7.58e-10	0.00110513112380784
nc16h34	0.226	7.73e-10	0.00106505346568398
c15h31o-4-2	0.227	7.46e-10	0.00102285047971688
c15h31o-8-2	0.227	7.46e-10	0.00102285047971688
c15h31o-6-2	0.227	7.46e-10	0.00102285047971688
c15h31o-7	0.227	7.58e-10	0.00110513112380784
c15h31o-4	0.227	7.58e-10	0.00110513112380784
c14ooh7-2f	0.229	7.36e-10	0.00107580093379521
c14ooh3-2b	0.229	7.36e-10	0.00107580093379521
c14ooh6-2d	0.229	7.36e-10	0.00107580093379521
c14ooh4-2h	0.229	7.36e-10	0.00107580093379521
c14ooh11-2j	0.229	7.36e-10	0.00107580093379521
c14ooh9-2e	0.229	7.36e-10	0.00107580093379521
c14ooh4-7	0.229	7.48e-10	0.00116661611330176
c14ooh6-2b	0.229	7.36e-10	0.00107580093379521
c14ooh7-2e	0.229	7.36e-10	0.00107580093379521
c14ooh4-5	0.229	7.48e-10	0.00116661611330176
c14ooh5-2g	0.229	7.36e-10	0.00107580093379521
c14ooh6-8	0.229	7.48e-10	0.00116661611330176
c14ooh13-2l	0.229	7.36e-10	0.00107580093379521
c14ooh5-4	0.229	7.48e-10	0.00116661611330176
c14ooh8-2j	0.229	7.36e-10	0.00107580093379521
c14ooh5-1	0.229	7.48e-10	0.00116661611330176
c14ooh10-2l	0.229	7.36e-10	0.00107580093379521
c14ooh4-2b	0.229	7.36e-10	0.00107580093379521
c14ooh11-2g	0.229	7.36e-10	0.00107580093379521
c14ooh6-2i	0.229	7.36e-10	0.00107580093379521
c14ooh6-2h	0.229	7.36e-10	0.00107580093379521
c14ooh4-2e	0.229	7.36e-10	0.00107580093379521
c14ooh7-6	0.229	7.48e-10	0.00116661611330176
c14h29oo-11-2	0.229	7.36e-10	0.00107580093379521
c14ooh4-2f	0.229	7.36e-10	0.00107580093379521
c14ooh6-2e	0.229	7.36e-10	0.00107580093379521
c14ooh2-2d	0.229	7.36e-10	0.00107580093379521
c14ooh10-2k	0.229	7.36e-10	0.00107580093379521
c14ooh6-7	0.229	7.48e-10	0.00116661611330176
c14ooh6-2c	0.229	7.36e-10	0.00107580093379521
c14ooh7-2c	0.229	7.36e-10	0.00107580093379521
c14h29oo-2-2	0.229	7.36e-10	0.00107580093379521
c14ooh10-2m	0.229	7.36e-10	0.00107580093379521
c14h29oo-3-2	0.229	7.36e-10	0.00107580093379521
c14ooh7-11	0.229	7.48e-10	0.00116661611330176
c14ooh1-2a	0.229	7.36e-10	0.00107580093379521
c14ooh4-2c	0.229	7.36e-10	0.00107580093379521
c13ket5-8-2	0.23	7.24e-10	0.00113428840416964
c13ket11-12-2	0.23	7.24e-10	0.00113428840416964
c13ket11-9-2	0.23	7.24e-10	0.00113428840416964
c13ket2-4	0.23	7.27e-10	0.00120989207762668
c13ket1-5-2	0.23	7.24e-10	0.00113428840416964
c13ket9-5-2	0.23	7.24e-10	0.00113428840416964
c13ket8-11-2	0.23	7.24e-10	0.00113428840416964
c13ket4-3-2	0.23	7.24e-10	0.00113428840416964
c13ket7-10-2	0.23	7.24e-10	0.00113428840416964
c13ket7-4	0.23	7.27e-10	0.00120989207762668
c13ket4-2-2	0.23	7.24e-10	0.00113428840416964
c13ket2-3	0.23	7.27e-10	0.00120989207762668
c13ket3-1-2	0.23	7.24e-10	0.00113428840416964
c13ket10-7-2	0.23	7.24e-10	0.00113428840416964
c13ket1-1-2	0.23	7.24e-10	0.00113428840416964
c13ket4-7-2	0.23	7.24e-10	0.00113428840416964
c13ket10-8-2	0.23	7.24e-10	0.00113428840416964
c13ket9-12-2	0.23	7.24e-10	0.00113428840416964
c13ket6-10	0.23	7.27e-10	0.00120989207762668
c13ket5-4	0.23	7.27e-10	0.00120989207762668
c13ket6-10-2	0.23	7.24e-10	0.00113428840416964
c13ket6-8-2	0.23	7.24e-10	0.00113428840416964
c13ket5-1	0.23	7.27e-10	0.00120989207762668
c13ket3-7-2	0.23	7.24e-10	0.00113428840416964
c13ket3-4	0.23	7.27e-10	0.00120989207762668
c13ket7-11-2	0.23	7.24e-10	0.00113428840416964
c13ket3-2-2	0.23	7.24e-10	0.00113428840416964
c13ket5-8	0.23	7.27e-10	0.00120989207762668
c14ooh3-2	0.23	7.48e-10	0.00116661611330176
c14ooh6-2	0.23	7.48e-10	0.00116661611330176
c14ooh1-2	0.23	7.48e-10	0.00116661611330176
c14h29ooh-7-2	0.23	7.36e-10	0.00107580093379521
c14h29ooh-10-2	0.23	7.36e-10	0.00107580093379521
c14h29o2h-7	0.23	7.48e-10	0.00116661611330176
c12ooh10oo9-2	0.233	7.12e-10	0.00119935714457051
c12ooh11oo10-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-oo4-2	0.233	7.12e-10	0.00119935714457051
c12ooh6-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-6o2	0.233	7.06e-10	0.0012671701556085
c12ooh8-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh6-oo8-2	0.233	7.12e-10	0.00119935714457051
c12ooh9-oo8-2	0.233	7.12e-10	0.00119935714457051
c12ooh4-oo6-2	0.233	7.12e-10	0.00119935714457051
c12ooh1-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-1o2	0.233	7.06e-10	0.0012671701556085
c12ooh4-oo8-2	0.233	7.12e-10	0.00119935714457051
c12ooh2-3o2	0.233	7.06e-10	0.0012671701556085
c12ooh5-oo2-2	0.233	7.12e-10	0.00119935714457051
c12ooh7oo11-2	0.233	7.12e-10	0.00119935714457051
c12ooh3-5o2	0.233	7.06e-10	0.0012671701556085
c12ooh1-oo3-2	0.233	7.12e-10	0.00119935714457051
c12ooh6-oo9-2	0.233	7.12e-10	0.00119935714457051
c12ooh7-oo6-2	0.233	7.12e-10	0.00119935714457051
c12ooh2-6o2	0.233	7.06e-10	0.0012671701556085
c12ooh6-5o2	0.233	7.06e-10	0.0012671701556085
c12ooh6-oo3-2	0.233	7.12e-10	0.00119935714457051
c12ooh8-oo4-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-4o2	0.233	7.06e-10	0.0012671701556085
c12ooh4-8o2	0.233	7.06e-10	0.0012671701556085
c12ooh5-8o2	0.233	7.06e-10	0.0012671701556085
c12ooh3-oo4-2	0.233	7.12e-10	0.00119935714457051
c17h33-1-2	0.237	7.65e-10	0.00093042297028229
c17h34-13-2	0.238	7.65e-10	0.00093042297028229
c17h34-10-2	0.238	7.65e-10	0.00093042297028229
c17h34-14-2	0.238	7.65e-10	0.00093042297028229
c17h34-2	0.238	7.7e-10	0.00100332099248513
nc13h27coc2h4p	0.239	7.56e-10	0.000974611373714731
nc14h29coch2	0.239	7.64e-10	0.00093042297028229
c17h35-1	0.239	7.87e-10	0.00103430799623512
c17h35-2g	0.239	7.65e-10	0.00093042297028229
c17h35-2a	0.239	7.65e-10	0.00093042297028229
c17h35-2j	0.239	7.65e-10	0.00093042297028229
c17h35-2b	0.239	7.65e-10	0.00093042297028229
c16h32o1-5-2	0.24	7.56e-10	0.000974611373714731
c16h32o4-6-2	0.24	7.56e-10	0.000974611373714731
c16h32o9-11-2	0.24	7.56e-10	0.000974611373714731
c16h32o4-7-2	0.24	7.56e-10	0.000974611373714731
c16o6-7	0.24	7.73e-10	0.00106505346568398
c16o5-9	0.24	7.73e-10	0.00106505346568398
nc15h31cho	0.24	7.73e-10	0.00106505346568398
c16h32o7-9-2	0.24	7.56e-10	0.000974611373714731
c16h32o5-8-2	0.24	7.56e-10	0.000974611373714731
c16h32o12-15-2	0.24	7.56e-10	0.000974611373714731
c16h32o5-9-2	0.24	7.56e-10	0.000974611373714731
c16h32o6-8-2	0.24	7.56e-10	0.000974611373714731
c16h32o12-13-2	0.24	7.56e-10	0.000974611373714731
c16o6-10	0.24	7.73e-10	0.00106505346568398
c16o6-8	0.24	7.73e-10	0.00106505346568398
c16h32o4-5-2	0.24	7.56e-10	0.000974611373714731
c16o7-8	0.24	7.73e-10	0.00106505346568398
c16o4-5	0.24	7.73e-10	0.00106505346568398
c16h32o12-14-2	0.24	7.56e-10	0.000974611373714731
c16h32o7-8-2	0.24	7.56e-10	0.000974611373714731
nc17h36	0.24	7.87e-10	0.00103430799623512
c16h33o-10-2	0.241	7.56e-10	0.000974611373714731
c16h33o-1-2	0.241	7.56e-10	0.000974611373714731
c16h33o-3	0.241	7.73e-10	0.00106505346568398
c16h33o-8	0.241	7.73e-10	0.00106505346568398
c16h33o-8-2	0.241	7.56e-10	0.000974611373714731
c15ooh5-2g	0.243	7.46e-10	0.00102285047971688
c15ooh14-2m	0.243	7.46e-10	0.00102285047971688
c15ooh6-2g	0.243	7.46e-10	0.00102285047971688
c15h31oo-14-2	0.243	7.46e-10	0.00102285047971688
c15ooh10-2n	0.243	7.46e-10	0.00102285047971688
c15ooh12-2k	0.243	7.46e-10	0.00102285047971688
c15ooh1-4	0.243	7.58e-10	0.00110513112380784
c15h31oo-1-2	0.243	7.46e-10	0.00102285047971688
c15ooh6-2e	0.243	7.46e-10	0.00102285047971688
c15ooh12-2j	0.243	7.46e-10	0.00102285047971688
c15ooh11-2j	0.243	7.46e-10	0.00102285047971688
c15ooh11-2i	0.243	7.46e-10	0.00102285047971688
c15h31o2-4	0.243	7.58e-10	0.00110513112380784
c15ooh9-2k	0.243	7.46e-10	0.00102285047971688
c15ooh11-2h	0.243	7.46e-10	0.00102285047971688
c15ooh10-2i	0.243	7.46e-10	0.00102285047971688
c15ooh4-8	0.243	7.58e-10	0.00110513112380784
c15ooh11-2g	0.243	7.46e-10	0.00102285047971688
c15ooh3-2f	0.243	7.46e-10	0.00102285047971688
c15ooh7-8	0.243	7.58e-10	0.00110513112380784
c15h31o2-2	0.243	7.58e-10	0.00110513112380784
c15ooh7-2i	0.243	7.46e-10	0.00102285047971688
c15h31oo-12-2	0.243	7.46e-10	0.00102285047971688
c15ooh4-2a	0.243	7.46e-10	0.00102285047971688
c15h31oo-13-2	0.243	7.46e-10	0.00102285047971688
c15ooh9-2f	0.243	7.46e-10	0.00102285047971688
c15ooh6-8	0.243	7.58e-10	0.00110513112380784
c15ooh4-3	0.243	7.58e-10	0.00110513112380784
c15ooh13-2i	0.243	7.46e-10	0.00102285047971688
c15ooh1-2c	0.243	7.46e-10	0.00102285047971688
c15ooh8-6	0.243	7.58e-10	0.00110513112380784
c15h31oo-11-2	0.243	7.46e-10	0.00102285047971688
c15ooh3-2d	0.243	7.46e-10	0.00102285047971688
c15h31oo-2-2	0.243	7.46e-10	0.00102285047971688
c15ooh5-2a	0.243	7.46e-10	0.00102285047971688
c15ooh6-2i	0.243	7.46e-10	0.00102285047971688
c15ooh6-3	0.243	7.58e-10	0.00110513112380784
c15ooh14-2j	0.243	7.46e-10	0.00102285047971688
c15ooh3-2g	0.243	7.46e-10	0.00102285047971688
c15h31oo-10-2	0.243	7.46e-10	0.00102285047971688
c15h31ooh-5-2	0.244	7.46e-10	0.00102285047971688
c14ket2-5	0.244	7.48e-10	0.00116661611330176
c14ket5-7-2	0.244	7.36e-10	0.00107580093379521
c15h31ooh-1-2	0.244	7.46e-10	0.00102285047971688
c14ket1-3	0.244	7.48e-10	0.00116661611330176
c15h31ooh-9-2	0.244	7.46e-10	0.00102285047971688
c14ket2-1	0.244	7.48e-10	0.00116661611330176
c14ket8-7-2	0.244	7.36e-10	0.00107580093379521
c14ket7-10	0.244	7.48e-10	0.00116661611330176
c14ket5-4-2	0.244	7.36e-10	0.00107580093379521
c14ket1-2	0.244	7.48e-10	0.00116661611330176
c14ket4-2-2	0.244	7.36e-10	0.00107580093379521
c14ket8-12-2	0.244	7.36e-10	0.00107580093379521
c14ket1-4	0.244	7.48e-10	0.00116661611330176
c15h31ooh-12-2	0.244	7.46e-10	0.00102285047971688
c14ket7-6	0.244	7.48e-10	0.00116661611330176
c14ket4-1	0.244	7.48e-10	0.00116661611330176
c15ooh5-2	0.244	7.58e-10	0.00110513112380784
c14ket7-9	0.244	7.48e-10	0.00116661611330176
c14ket12-10-2	0.244	7.36e-10	0.00107580093379521
c14ket3-1-2	0.244	7.36e-10	0.00107580093379521
c14ket3-4	0.244	7.48e-10	0.00116661611330176
c14ket12-9-2	0.244	7.36e-10	0.00107580093379521
c15h31ooh-3-2	0.244	7.46e-10	0.00102285047971688
c14ket9-13-2	0.244	7.36e-10	0.00107580093379521
c14ket6-10	0.244	7.48e-10	0.00116661611330176
c15h31ooh-10-2	0.244	7.46e-10	0.00102285047971688
c14ket10-6-2	0.244	7.36e-10	0.00107580093379521
c14ket1-3-2	0.244	7.36e-10	0.00107580093379521
c14ket10-7-2	0.244	7.36e-10	0.00107580093379521
c14ket11-9-2	0.244	7.36e-10	0.00107580093379521
c14ket4-3	0.244	7.48e-10	0.00116661611330176
c14ket1-1-2	0.244	7.36e-10	0.00107580093379521
c14ket5-8	0.244	7.48e-10	0.00116661611330176
c15h31ooh-8-2	0.244	7.46e-10	0.00102285047971688
c14ket6-4	0.244	7.48e-10	0.00116661611330176
c15ooh3-2	0.244	7.58e-10	0.00110513112380784
c14ket7-6-2	0.244	7.36e-10	0.00107580093379521
c14ket6-4-2	0.244	7.36e-10	0.00107580093379521
c13ooh5-oo7-2	0.247	7.24e-10	0.00113428840416964
c13ooh2-4o2	0.247	7.27e-10	0.00120989207762668
c13ooh4-7o2	0.247	7.27e-10	0.00120989207762668
c13ooh4-1o2	0.247	7.27e-10	0.00120989207762668
c13ooh10oo7-2	0.247	7.24e-10	0.00113428840416964
c13ooh5-oo4-2	0.247	7.24e-10	0.00113428840416964
c13ooh6-oo5-2	0.247	7.24e-10	0.00113428840416964
c13ooh1-3o2	0.247	7.27e-10	0.00120989207762668
c13ooh2-oo3-2	0.247	7.24e-10	0.00113428840416964
c13ooh8-oo9-2	0.247	7.24e-10	0.00113428840416964
c13ooh9oo11-2	0.247	7.24e-10	0.00113428840416964
c13ooh9-oo8-2	0.247	7.24e-10	0.00113428840416964
c13ooh5-6o2	0.247	7.27e-10	0.00120989207762668
c13ooh5-3o2	0.247	7.27e-10	0.00120989207762668
c13ooh6-4o2	0.247	7.27e-10	0.00120989207762668
c13ooh8-oo5-2	0.247	7.24e-10	0.00113428840416964
c13ooh6-oo3-2	0.247	7.24e-10	0.00113428840416964
c13ooh2-oo1-2	0.247	7.24e-10	0.00113428840416964
c13ooh6-9o2	0.247	7.27e-10	0.00120989207762668
c13ooh5-oo8-2	0.247	7.24e-10	0.00113428840416964
c13ooh4-oo5-2	0.247	7.24e-10	0.00113428840416964
c13ooh4-6o2	0.247	7.27e-10	0.00120989207762668
c13ooh3-2o2	0.247	7.27e-10	0.00120989207762668
c13ooh10oo11-2	0.247	7.24e-10	0.00113428840416964
c13ooh7oo10-2	0.247	7.24e-10	0.00113428840416964
c13ooh6-oo9-2	0.247	7.24e-10	0.00113428840416964
c13ooh5-oo2-2	0.247	7.24e-10	0.00113428840416964
c13ooh9-oo6-2	0.247	7.24e-10	0.00113428840416964
c13ooh7-oo5-2	0.247	7.24e-10	0.00113428840416964
c18h35-1-2	0.251	7.72e-10	0.000889750958706658
nc14h29coc2h3	0.252	7.72e-10	0.000889758875344782
c18h36-14-2	0.252	7.72e-10	0.000889750958706658
c18h36-2-2	0.252	7.72e-10	0.000889750958706658
c18h36-15-2	0.252	7.72e-10	0.000889750958706658
c18h36-7-2	0.252	7.72e-10	0.000889750958706658
c18h37-2a	0.253	7.72e-10	0.000889750958706658
c18h37-2i	0.253	7.72e-10	0.000889750958706658
c18h37-2j	0.253	7.72e-10	0.000889750958706658
c18h37-2b	0.253	7.72e-10	0.000889750958706658
ic16h33co	0.253	7.64e-10	0.00093042297028229
c18h37-2q	0.253	7.72e-10	0.000889750958706658
c17h34o15-16-2	0.254	7.65e-10	0.00093042297028229
c17h34o2-5-2	0.254	7.65e-10	0.00093042297028229
c17h34o4-6-2	0.254	7.65e-10	0.00093042297028229
c17h34o7-9-2	0.254	7.65e-10	0.00093042297028229
c17h34o2-3-2	0.254	7.65e-10	0.00093042297028229
c17h34o14-16-2	0.254	7.65e-10	0.00093042297028229
c18h38-2	0.254	7.72e-10	0.000889750958706658
c17h34o3-7-2	0.254	7.65e-10	0.00093042297028229
c17h34o10-14-2	0.254	7.65e-10	0.00093042297028229
c17h34o9-13-2	0.254	7.65e-10	0.00093042297028229
c17h34o10-12-2	0.254	7.65e-10	0.00093042297028229
c17h34o7-10-2	0.254	7.65e-10	0.00093042297028229
c17h34o12-15-2	0.254	7.65e-10	0.00093042297028229
c17h34o4-7-2	0.254	7.65e-10	0.00093042297028229
c17h34o6-10-2	0.254	7.65e-10	0.00093042297028229
c17h35o-12-2	0.255	7.65e-10	0.00093042297028229
c17h35o-3-2	0.255	7.65e-10	0.00093042297028229
c17h35o-6-2	0.255	7.65e-10	0.00093042297028229
c17h35o-15-2	0.255	7.65e-10	0.00093042297028229
c16ooh6-2g	0.257	7.56e-10	0.000974611373714731
c16ooh6-4	0.257	7.73e-10	0.00106505346568398
c16ooh7-2h	0.257	7.56e-10	0.000974611373714731
c16ooh6-2c	0.257	7.56e-10	0.000974611373714731
c16ooh1-3	0.257	7.73e-10	0.00106505346568398
c16ooh3-2f	0.257	7.56e-10	0.000974611373714731
c16ooh7-5	0.257	7.73e-10	0.00106505346568398
c16ooh15-2n	0.257	7.56e-10	0.000974611373714731
c16ooh12-2o	0.257	7.56e-10	0.000974611373714731
c16ooh4-2f	0.257	7.56e-10	0.000974611373714731
c16h33o2-7	0.257	7.73e-10	0.00106505346568398
c16ooh11-2i	0.257	7.56e-10	0.000974611373714731
c16ooh3-1	0.257	7.73e-10	0.00106505346568398
c16h33o2-4	0.257	7.73e-10	0.00106505346568398
c16ooh2-2a	0.257	7.56e-10	0.000974611373714731
c16ooh6-10	0.257	7.73e-10	0.00106505346568398
c16ooh11-2o	0.257	7.56e-10	0.000974611373714731
c16ooh5-8	0.257	7.73e-10	0.00106505346568398
c16ooh12-2n	0.257	7.56e-10	0.000974611373714731
c16ooh2-3	0.257	7.73e-10	0.00106505346568398
c16h33o2-8	0.257	7.73e-10	0.00106505346568398
c16ooh7-8	0.257	7.73e-10	0.00106505346568398
c16h33oo-10-2	0.257	7.56e-10	0.000974611373714731
c16ooh8-2j	0.257	7.56e-10	0.000974611373714731
c16ooh10-2h	0.257	7.56e-10	0.000974611373714731
c16h33oo-3-2	0.257	7.56e-10	0.000974611373714731
c16ooh9-2f	0.257	7.56e-10	0.000974611373714731
c16ooh12-2k	0.257	7.56e-10	0.000974611373714731
c16ooh2-1	0.257	7.73e-10	0.00106505346568398
c16ooh6-5	0.257	7.73e-10	0.00106505346568398
c16ooh4-1	0.257	7.73e-10	0.00106505346568398
c16ooh11-2g	0.257	7.56e-10	0.000974611373714731
c16ooh13-2i	0.257	7.56e-10	0.000974611373714731
c16ooh9-2h	0.257	7.56e-10	0.000974611373714731
c16ooh7-11	0.257	7.73e-10	0.00106505346568398
c16ooh9-2g	0.257	7.56e-10	0.000974611373714731
c16ooh4-7	0.257	7.73e-10	0.00106505346568398
c16ooh5-9	0.257	7.73e-10	0.00106505346568398
c16ooh5-2b	0.257	7.56e-10	0.000974611373714731
c16ooh8-2f	0.257	7.56e-10	0.000974611373714731
c16ooh7-6	0.257	7.73e-10	0.00106505346568398
c16ooh3-2b	0.257	7.56e-10	0.000974611373714731
c16ooh10-2i	0.257	7.56e-10	0.000974611373714731
c15ket3-7-2	0.258	7.46e-10	0.00102285047971688
c15ket9-7-2	0.258	7.46e-10	0.00102285047971688
c15ket5-2-2	0.258	7.46e-10	0.00102285047971688
c16h33o2h-4	0.258	7.73e-10	0.00106505346568398
c15ket8-4	0.258	7.58e-10	0.00110513112380784
c15ket4-1	0.258	7.58e-10	0.00110513112380784
c15ket3-6-2	0.258	7.46e-10	0.00102285047971688
c15ket4-3-2	0.258	7.46e-10	0.00102285047971688
c15ket6-3-2	0.258	7.46e-10	0.00102285047971688
c15ket11-13-2	0.258	7.46e-10	0.00102285047971688
c15ket6-8-2	0.258	7.46e-10	0.00102285047971688
c15ket1-4	0.258	7.58e-10	0.00110513112380784
c15ket14-12-2	0.258	7.46e-10	0.00102285047971688
c15ket6-10-2	0.258	7.46e-10	0.00102285047971688
c15ket11-10-2	0.258	7.46e-10	0.00102285047971688
c15ket3-6	0.258	7.58e-10	0.00110513112380784
c15ket5-3	0.258	7.58e-10	0.00110513112380784
c15ket7-6-2	0.258	7.46e-10	0.00102285047971688
c15ket12-8-2	0.258	7.46e-10	0.00102285047971688
c15ket5-4	0.258	7.58e-10	0.00110513112380784
c15ket6-9	0.258	7.58e-10	0.00110513112380784
c15ket3-1	0.258	7.58e-10	0.00110513112380784
c15ket8-11-2	0.258	7.46e-10	0.00102285047971688
c15ket3-1-2	0.258	7.46e-10	0.00102285047971688
c15ket10-14-2	0.258	7.46e-10	0.00102285047971688
c15ket3-2	0.258	7.58e-10	0.00110513112380784
c15ket8-12-2	0.258	7.46e-10	0.00102285047971688
c16h33o2h-1	0.258	7.73e-10	0.00106505346568398
c15ket11-14-2	0.258	7.46e-10	0.00102285047971688
c15ket1-1-2	0.258	7.46e-10	0.00102285047971688
c15ket9-6-2	0.258	7.46e-10	0.00102285047971688
c15ket7-10-2	0.258	7.46e-10	0.00102285047971688
c16h33o2h-2	0.258	7.73e-10	0.00106505346568398
c15ket7-5-2	0.258	7.46e-10	0.00102285047971688
c15ket2-3	0.258	7.58e-10	0.00110513112380784
c15ket10-9-2	0.258	7.46e-10	0.00102285047971688
c15ket6-7	0.258	7.58e-10	0.00110513112380784
c16h33o2h-6	0.258	7.73e-10	0.00106505346568398
c15ket7-4	0.258	7.58e-10	0.00110513112380784
c15ket7-8	0.258	7.58e-10	0.00110513112380784
c16h33ooh-7-2	0.258	7.56e-10	0.000974611373714731
c15ket5-6-2	0.258	7.46e-10	0.00102285047971688
c14ooh9oo10-2	0.261	7.36e-10	0.00107580093379521
c14ooh3-7o2	0.261	7.48e-10	0.00116661611330176
c14ooh3-oo7-2	0.261	7.36e-10	0.00107580093379521
c14ooh5-oo2-2	0.261	7.36e-10	0.00107580093379521
c14ooh4-6o2	0.261	7.48e-10	0.00116661611330176
c14ooh12oo13-2	0.261	7.36e-10	0.00107580093379521
c14ooh7-oo9-2	0.261	7.36e-10	0.00107580093379521
c14ooh2-6o2	0.261	7.48e-10	0.00116661611330176
c14ooh8oo11-2	0.261	7.36e-10	0.00107580093379521
c14ooh2-1o2	0.261	7.48e-10	0.00116661611330176
c14ooh1-5o2	0.261	7.48e-10	0.00116661611330176
c14ooh4-8o2	0.261	7.48e-10	0.00116661611330176
c14ooh4-oo1-2	0.261	7.36e-10	0.00107580093379521
c14ooh9oo12-2	0.261	7.36e-10	0.00107580093379521
c14ooh5-6o2	0.261	7.48e-10	0.00116661611330176
c14ooh4-oo8-2	0.261	7.36e-10	0.00107580093379521
c14ooh3-2o2	0.261	7.48e-10	0.00116661611330176
c14ooh1-oo4-2	0.261	7.36e-10	0.00107580093379521
c14ooh3-oo4-2	0.261	7.36e-10	0.00107580093379521
c14ooh4-5o2	0.261	7.48e-10	0.00116661611330176
c14ooh4-oo2-2	0.261	7.36e-10	0.00107580093379521
c14ooh2-5o2	0.261	7.48e-10	0.00116661611330176
c14ooh2-oo1-2	0.261	7.36e-10	0.00107580093379521
c14ooh5-oo7-2	0.261	7.36e-10	0.00107580093379521
c14ooh1-oo2-2	0.261	7.36e-10	0.00107580093379521
c14ooh11oo8-2	0.261	7.36e-10	0.00107580093379521
c14ooh4-1o2	0.261	7.48e-10	0.00116661611330176
c14ooh4-3o2	0.261	7.48e-10	0.00116661611330176
c14ooh8-oo5-2	0.261	7.36e-10	0.00107580093379521
c14ooh7-oo6-2	0.261	7.36e-10	0.00107580093379521
c14ooh4-oo7-2	0.261	7.36e-10	0.00107580093379521
c14ooh9-oo5-2	0.261	7.36e-10	0.00107580093379521
c19h37-1-2	0.265	7.79e-10	0.000852158944686363
c19h38-10-2	0.266	7.79e-10	0.000852158944686363
c19h38-13-2	0.266	7.79e-10	0.000852158944686363
c19h38-12-2	0.266	7.79e-10	0.000852158944686363
c19h38-7-2	0.266	7.79e-10	0.000852158944686363
c19h38-3-2	0.266	7.79e-10	0.000852158944686363
c19h39-2i	0.267	7.79e-10	0.000852158944686363
ic15h31coc2h4p	0.267	7.72e-10	0.000889758875344782
c19h39-2o	0.267	7.79e-10	0.000852158944686363
nc15h31coc2h4p	0.267	7.72e-10	0.000889758875344782
c19h39-2q	0.267	7.79e-10	0.000852158944686363
c19h39-2h	0.267	7.79e-10	0.000852158944686363
c18h36o7-11-2	0.268	7.72e-10	0.000889750958706658
c18h36o2-5-2	0.268	7.72e-10	0.000889750958706658
